title,creator,creationdate,publisher,idfile,filename,typefile
Guía técnica para el productor de cacao :una experiencia participativa y práctica,,2003,,1956,40762_26274.pdf,pdf
"Identificación, selección y multiplicación de árboles elite o de alto rendimiento de cacao (Theobroma cacao L.) con la participación de los agricultores",,2008,,13262,Ver_Documento_13262.pdf,pdf
Modelo productivo para el cultivo de cacao (Theobroma cacao L.): material vegetal y propagación,,2021-04,,36871,Ver_documento_36871.pdf,pdf
Evaluación de métodos de monitoreo de Carmenta foraseminis Eichlin (Lepidoptera: Sesiidae) perforador del fruto de Cacao Theobroma cacao,,2017,,22165,110846_67995.pdf,pdf
Clon de Cacao TCS 01 :  Theobroma Corpoica La Suiza 01,,2019,,34650,34650.pdf,pdf
"Uso de agroquímicos como posible medida de control de la ""escoba de bruja"" (Crinipellis perniciosa) del cacao",,1990,,35324,17597.pdf,pdf
Estrategias tecnológicas para el manejo del cultivo y el beneficio del cacao,,2020,,36651,Ver_Documento_36651.pdf,pdf
Identificación y manejo de la pudrición parda de la mazorca (Phytophthora sp.) en cacao,,2015,,13138,76985_66411.pdf,pdf
Manual práctico para el cultivo del cacao,,1982,,21934,109987_11358.pdf,pdf
Modelo productivo de cacao: fermentación y secado,,2021,,39383,Ver_Imagen_39383.jpg,other
Modelo productivo de cacao: fermentación y secado,,2021,,39383,Ver_Imagen_39383.jpg,other
Modelo productivo de cacao: establecimiento del cultivo,,2021,,39398,Ver_Imagen_39398.jpg,other
Modelo productivo de cacao: establecimiento del cultivo,,2021,,39398,Ver_Imagen_39398.jpg,other
Reconocimiento de síntomas y validación de estrategias para el manejo de la pudrición parda del fruto en cacao,,2020,,36669,Ver_Documento_36669.pdf,pdf
Clon de Cacao TCS 06 : Theobroma Corpoica La Suiza 06,,2006,,34651,34651.pdf,pdf
Programa de mejoramiento genético de cacao en Colombia,,2023-09-27,,39106,Ver_video_39106.mp4,video
Geoanálisis del cadmio en cacao – Proyecto STDF,,2023-07-26,,39143,Ver_video_39143.mp4,video
Modelo agroforestal de cacao con maderas finas tropicales,,2020-12-30,,39146,Ver_video_39146.mp4,video
Análisis Sensorial en Licor de Cacao,,2021-12-23,,39336,Ver_video_39336.mp4,video
Beneficio o manejo de la poscosecha del grano de cacao,,2003,,34908,59297.pdf,pdf
Efecto de la nutrición en el cultivo de cacao (Theobroma cacao L.) en la zona productora de Santander.,,2000,,21157,40317_25213.pdf,pdf
Una aproximación a los sistemas agroforestales con Cacao.,,2004,,2152,42059_45165.pdf,pdf
"Buenas prácticas agrícolas en el cultivo, beneficio y comercialización de cacao",,2018,,1999,80895_67114.pdf,pdf
Manejo productivo de plantaciones de cacao.,,1993,,1152,38236_20304.pdf,pdf
"BPA Buenas prácticas agrícolas en el cultivo, beneficio y comercialización de cacao (Theobroma cacao L.)",,2019,,35708,35708.pdf,pdf
Manejo integral de la moniliasis del cacao  :una propuesta técnica y educativa,,2008,,2187,43653_55320.pdf,pdf
Suplementación de vacas en lactancia con cáscara de cacao.,,1994,,32070,39045_22361.pdf,pdf
Programa de transferencia de tecnología en cacao,,1984,,11716,Ver_documento_11716.pdf,pdf
Plant spacing assessment in cocoa (Theobroma cacao L.) agroforestry systems in the Colombian Pacific region,,2021,,38949,Ver_Documento_38949.pdf,pdf
Correlación entre los fenómenos que gobiernan la transformación poscosecha del cacao (Theobroma cacao L.) y la formación del sabor y aroma en el chocolate,,2016,,22155,110791_67985.pdf,pdf
Plagas del cultivo del cacao,,2020,,36367,Ver_video_36367.mp4,video
Modelo productivo de cacao: modernización de plantaciones improductivas,,2021-09,,39320,Ver_Imagen_39320.jpg,other
Modelo productivo de cacao: modernización de plantaciones improductivas,,2021-09,,39320,Ver_Imagen_39320.jpg,other
Modelo productivo para el cultivo de cacao (Theobroma cacao L.): sistemas agroforestales sostenibles,,2021-04,,36934,Ver_Documento_36934.pdf,pdf
Cáscara de cacao y gallinaza en raciones para vacas lecheras.,,1988,,19972,75678_16480.pdf,pdf
Manejo fitosanitario del cultivo del cacao (Theobroma cacao L.) :medidas para la temporada invernal.,,2012,,2357,45179_61377.pdf,pdf
Modelo productivo de cacao: manejo agronómico,,2021-09,,39347,Ver_Imagen_39347.jpg,other
Modelo productivo de cacao: manejo agronómico,,2021-09,,39347,Ver_Imagen_39347.jpg,other
Modelo productivo de cacao: manejo fitosanitario,,2021,,39323,Ver_Imagen_39323.jpg,other
Modelo productivo de cacao: manejo fitosanitario,,2021,,39323,Ver_Imagen_39323.jpg,other
Manual para la renovación y rehabilitación de plantaciones de cacao,,2003,,13433,Ver_Documento_13433.pdf,pdf
“Baranoa” un modelo de producción de cacao en Colombia,,1987,,1022,Ver_documento_1022.pdf,pdf
"Evaluación de cuatro fungicidas para el control de Phytophtora palmivora Butl., en cacao en dos zonas del departamento del Meta.",,1984,,15042,24857_8346.pdf,pdf
"La Moniliasis del cacao: daños, síntomas, epidemiología y manejo",,2019,,35705,69317.pdf,pdf
Acuerdo sectorial de competitividad de la cadena del cacao y su agroindustria,,2001,,18788,43843_55602.pdf,pdf
"Las biofábricas de cacao, una estrategia de desarrollo regional",,2007,,770,110825_55418.pdf,pdf
Modelo productivo para el cultivo de cacao (Theobroma cacao L.): nutrición y fertilización,,2021-04,,36872,Ver_documento_36872.pdf,pdf
Assessing endophytic bacteria as a strategy to bioremediate Cd in Cacao crops from Colombia,,2016,,22137,Ver_Documentoo_22137.pdf,pdf
"Asistencia técnica rural a los productores de cacao (Theobroma l) en el municipio de Campolegre (Huila) :análisis de los aspectos económicos, sociales y técnicos. caso CPGA  ecosistema la Siberia  periodo 2005  2009",,2012,,21804,64518_65003.pdf,pdf
Mejoramiento genético para incrementar la producción y productividad del sistema de cacao en Colombia,,2009,,12677,Ver_Documento_12677.pdf,pdf
Nuevas variedades de cacao TCS (Theobroma Corpoica La Suiza ) 13 y 19.,,2017,,11536,81592_67384.pdf,pdf
Control del cáncer del tronco (Phytophthora spp.) del cacao con metalaxyl,,1987,,698,81043_67151.pdf,pdf
Caracterización y tipificación de los productores de cacao del departamento de Santander.,,2000,,1926,72767_44502.pdf,pdf
Técnicas de reducción de inóculo para controlar la moniliasis del cacao en Santander,,2006,,750,110626_55408.pdf,pdf
Simulation arrangements cocoa agroforestry as a diagnosis and planning strategy for producers,,2012-01-17,,33905,Ver_Documento_33905.pdf,pdf
Nutrición del cacao en poblaciones híbridas,,1999,,20537,Ver_Documento_20537.pdf,pdf
Prácticas culturales del cultivo del cacao,,2020,,36362,Ver_video_36362.mp4,video
Caracterización de 62 clones nacionales de cacao existentes en el Banco de Germoplasma del CNI Palmira.,,1986,,31979,38945_22128.pdf,pdf
Alternativas tecnológicas para el productor de cacao.,,1997,,20535,39729_23867.pdf,pdf
La estrategia del cacao para la recuperación económica de familias campesinas desplazadas por la violencia del departamento del Caquetá,,2009,,32314,59639_56168.pdf,pdf
Plan de manejo agroclimático integrado del sistema productivo de cacao (Theobroma cacao L.): municipio Mercaderes departamento de Cauca,,2016,,37305,Ver_Documento_37305.pdf,pdf
Plan de manejo agroclimático integrado del sistema productivodel cacao (Theobroma cacao L): municipio de Ataco departamento de Tolima,,2016-10,,37290,Ver_documento_37290.pdf,pdf
Cómo renovar las plantaciones viejas de cacao introduciendo los híbridos,,1982,,21933,109984_11357.pdf,pdf
Proyecto manejo de problemas fitosanitarios en cacao: subproyecto epidemiologia y manejo de la llaga estrellada (Rosellinia pepo) en cacao,,1997,,19303,Ver_Documento_19303.pdf,pdf
Avances en la investigación de la moniliasis del cacao en Colombia.,,1981,,21917,109933_4392.pdf,pdf
Investigación en cacao convenio ICA - SENA - Comité de Cafeteros de Santander :granja Aguas Calientes el Playón,,1987,,699,81046_67152.pdf,pdf
Influencia de la remoción foliar sobre la fenología de los árboles de cacao expuestos al sol y a la sombra,,1987,,703,81061_67158.pdf,pdf
Prácticas de manejo para el cultivo del cacao en el departamento del Meta :proyecto manejo agronómico del cultivo de cacao en fincas de productores del departamento del Meta,,2003,,2245,44688_59386.pdf,pdf
Manual del perforador de la mazorca del cacao :Carmenta foraseminis (Busck) Eichlin,,2013,,13314,80893_67113.pdf,pdf
"Opciones Tecnológicas para el Manejo del Perforador de la Semilla de Cacao, Carmenta foraseminis",,2022-02-04,,39137,Ver_video_39137.mp4,video
Estudios fisiológicos en el cultivo de cacao para la zona central cafetera,,1988,,706,Ver_documento_706.pdf,pdf
Trazabilidad en el cacao de la cordillera nariñense: una propuesta de formación para implementar a la medida,,2022-12-22,,37849,Ver_Documento_37849.pdf,pdf
Recomendaciones para el manejo productivo del cacao,,2012,,19271,Ver_documento_19271.pdf,pdf
Tendencias de investigación básica y desarrollo tecnológico para la cadena productiva de cacao 2012,,2012,,11928,75799_65948.pdf,pdf
Caracterización y zonificación de áreas potenciales para el cultivo del cacao en Colombia: dirección de cadenas productivas cadena de cacao - chocolate,,2004,,1907,Ver_Documento_1907.pdf,pdf
Reservas de Dióxido de Carbono en los Sistemas Agroforestales con el cultivo de cacao,,2023-11-29,,39149,Ver_video_39149.mp4,video
Investigación en Cacao bajo sistemas agroforestales en la región de Urabá.,,2010,,1762,75378_56792.pdf,pdf
Características de compatibilidad sexual de algunos clones de cacao y su aplicación en siembras comerciales,,2007,,2033,44376_57081.pdf,pdf
Guía práctica de manejo y aprovechamiento del cacao (Theobroma cacao) para pequeños productores,,2020,,38598,Ver_documento_38598.pdf,pdf
Caracterización morfológica de genotipos de cacao establecidos en las zonas productoras de los municipios de Mariquita y Palocabildo (Tolima),,2020,,36670,Ver_Documento_36670.pdf,pdf
Actualización del acuerdo de competitividad de la cadena del cacao y su industria,,2007,,768,110819_55416.pdf,pdf
La escoba de bruja del cacao: búsqueda de nuevas alternativas de control,,2001,,20661,44839_60011.pdf,pdf
Calidad de las almendras de cacao necesidades del fabricante,,1982,,21940,110004_11616.pdf,pdf
Control de la llaga estrellada en cacao causada por Roselina pepo,,1997,,12643,Ver_Documento_12643.pdf,pdf
"La llaga estrellada del cacao (Rosellinia pepo), la epidemia y su manejo",,1997,,12644,Ver_Documento_12644.pdf,pdf
Trazabilidad en la producción de cacao en la cordillera nariñense,,2023-07-10,,39138,Ver_video_39138.mp4,video
Prácticas Climáticamente Inteligentes en Sistemas de Cacao en el Ariari Meta-Colombia,,2021-10-08,,39309,Ver_video_39309.mp4,video
Toma de muestras para análisis de cadmio en cacao – Proyecto STDF,,2023-07-16,,39142,Ver_video_39142.mp4,video
"Análisis, calidad, innovación y reporte de cadmio en cacao – Proyecto STDF",,2023-07-26,,39140,Ver_video_39140.mp4,video
Ensamble de una Unidad modular de beneficio de grano de cacao.,,2021-10-05,,39337,Ver_video_39337.mp4,video
La poda en cacao :manejo de la copa en clones.,,2000,,2130,41517_41478.pdf,pdf
"Vacas en producción, 1. Utilización de cáscara de cacao en raciones para vacas lecheras.",,1985,,23223,22320_2985.pdf,pdf
Respuesta de cinco híbridos de cacao (Theobroina cacao L.) a toxicidad causada por aluminio en solución nutritiva y en un oxisol de los Llanos orientales,,1978,,35458,2436.pdf,pdf
Producción de cacao mediante la aplicación de materia orgánica cal dolomita y azufre.,,2000,,16262,40312_25208.pdf,pdf
Control cultural de escoba de bruja y moniliasis en cacao.,,1988,,525,76369_17560.pdf,pdf
Contribución al conocimiento de la chinche roja del cacao Monalonion annulipes Signoret (Hemiptera: Miridae).,,1991,,30346,27897_17642.pdf,pdf
The use of a two-dimensional electrical resistivity tomography (2D-ERT) as a technique for cadmium determination in cacao crop soils,,2020,,36302,Ver%20documento%2036302.pdf,pdf
"Mejoramiento de la Producción de Cacao, Germoplasma Mejorado y Prácticas Climáticamente Inteligentes",,2021-12-21,,39150,Ver_video_39150.mp4,video
Abono orgánico: manejo y uso en el cultivo de cacao,,2003,,1195,Ver_Documento_1195.pdf,pdf
Evaluación de materiales de cacao por resistencia a Moniliophthora roreri en Santander.,,1997,,21117,39768_23920.pdf,pdf
Injertación temprana en la producción masiva de clones de Cacao.,,2004,,2134,41566_41528.pdf,pdf
Oferta Tecnológica de AGROSAVIA para el sistema productivo cacao,,2020-12-28,,36730,Ver_documento_36730.pdf,pdf
Population structure of Moniliophthora perniciosa in the main cacao producing departments of Colombia,,2021,,38915,Ver_Documento_38915.pdf,pdf
"Resúmen del seminario sobre agronomía del cultivo de cacao, Cartagena, mayo 19-21 de 1981",,1981,,21928,Ver_documento_21928.pdf,pdf
La Compañia Nacional de Chocolates S.A. y el fomento del cultivo del cacao en Colombia,,1981,,742,109972_11352.pdf,pdf
Eficiencia de campo del fungicida sistémico Tridemorph en el control de la Roselinia del cacao,,1988,,1033,Ver_documento_1033.pdf,pdf
Tipologías y ventajas de SAF con Cacao identificados en los núcleos productivos en el Meta y Arauca.,,2023-11-29,,39148,Ver_video_39148..mp4,video
Grados de tecnología y productividad del cultivo de cacao en Santander,,1973,,21794,Ver_Documento_21794.pdf,pdf
Manejo integrado de la Moniliasis en el cultivo de cacao.,,2005,,1203,41712_43683.pdf,pdf
Validación y transferencia del paquete tecnológico del cultivo del cacao para el departamento de Casanare.,,2009,,2217,44347_56991.pdf,pdf
Plan de manejo agroclimático integrado del sistema productivo del cacao (Theobroma cacao L.): municipio de Riosucio departamento del Chocó,,2016-07,,37310,Ver_Documento_37310.pdf,pdf
Plan de Manejo agroclimático integrado del sistema productivo del Cacao (Theobroma cacao L.): municipio de San Vicente de Chucurí departamento de Santander,,2016-07,,37316,Ver_documento_37316.pdf,pdf
Fermente bien su cacao: el tambor rotatorio una buena opción.,,1998,,20538,40085_24662.pdf,pdf
Clon de Cacao TCS 06 Theobroma Corpoica La Suiza 06,,2021,,36868,Ver_documento_36868.pdf,pdf
Manejo productivo del cacao con énfasis en el control de la monilia Moniliophthora roreri (Cif & Par) Evans et al. en el departamento de Santander,,2007,,34257,59306.pdf,pdf
"Compatibilidad in vitro de accesiones de Trichoderma spp., con coadyuvantes agrícolas usados en el cultivo de cacao",,2016,,22099,Ver_Documento_22099.pdf,pdf
Avances en la represión de la moniliosis del cacao,,1982,,21935,109990_11359.pdf,pdf
Establecimiento y manejo de sistemas agroforestales con cacao,,2005,,13532,Ver_Documento_13532.pdf,pdf
Plan para la campaña de comunicaciones en el proyecto para el control de la moniliasis del cacao,,1973,,12090,Ver_documento_12090.pdf,pdf
La escoba de bruja de cacao :busqueda de nuevas alternativas de control.,,2003,,17840,42452_46360.pdf,pdf
Rehabilitación de cacaotales viejos.,,1972,,28710,26094_12050.pdf,pdf
Tecnología para el mejoramiento del sistema de producción de cacao,,2000,,12526,Ver_Documento_12526.pdf,pdf
Clon de Cacao TCS 01 Theobroma Corpoica La Suiza 01,,2021,,36867,Ver_documento_36867.pdf,pdf
Autocompatibilidad e intercompatibilidad sexual de materiales de cacao: modelos para el empleo de los materiales de cacao más usados en Colombia utilizando los mejores porcentajes de intercompatibilidad,,2008,,2205,Ver_Documento_2205.pdf,pdf
Manejo y control de problemas fitosanitarios en el cultivo de cacao /,,2003,,32775,59387_1.pdf,pdf
Modelo productivo de cacao: manejo fitosanitario de la mazorca negra,,2021,,39381,Ver_Imagen_39381.jpg,other
Modelo productivo de cacao: manejo fitosanitario de la mazorca negra,,2021,,39381,Ver_Imagen_39381.jpg,other
Comportamiento de la llaga Estrellada Rosellinia pepo Pat. Sobre raíces vivas y muertas de cacao,,1997,,12649,Ver_Documento_12649.pdf,pdf
Especies forestales para uso en sistemas agroforestales con cacao: una alternativa para el occidente de Boyacá,,2006,,23663,Ver_Documento_23663.pdf,pdf
"A cocoa research scheme for the ICA Programa de Cacao: report of the 2nd technical advisory mission to strengthem the ICA Programa de Cacao, in particular its breeding and genetic resources effort, 3 november - 3 december 1987.",,1987,,12219,39293_22839.pdf,pdf
Uso y manejo seguro de plaguicidas en el cultivo del cacao 2011,,2011,,2242,44645_59304.pdf,pdf
Delineamientos para las estrategias en la difusión de semillas híbridas de cacao en un área de desarrollo,,1971,,12112,Ver_Documento_12112.pdf,pdf
Epidemiología y manejo de la llaga estrellada (Rosellinia pepo) en cacao. /,,1997,,32793,23624_1.pdf,pdf
Agenda prospectiva de investigación y desarrollo tecnológico para la cadena productiva de cacao-chocolate en Colombia,,2007,,12435,43700_55389.pdf,pdf
Curso de cacao.,,1972,,13637,43202_50929.pdf,pdf
¿Qué es el cadmio y por qué es importante en el cultivo de cacao?,,2021-02-16,,36607,Ver_documento_36607.pdf,pdf
Análisis de la diversidad genética de accesiones de Theobroma cacao L. del banco de conservación a cargo de CORPOICA.,,2007,,975,43003_49211.pdf,pdf
Opciones tecnológicas para el manejo de las principales enfermedades y plagas del cultivo del cacao,,2022-11-23,,39274,Ver_documento_39274.mp4,video
"Control integrado de ""escoba de bruja"" (Crinipellis perniciosa) y moniliasis (Moniliophthora roreri) del cacao en Urabá.",,1989,,35493,17567.pdf,pdf
Investigación y recomendaciones sobre cadmio en el cultivo de cacao en Colombia,,2021-02-16,,36606,Ver_documento_36606.pdf,pdf
"Buba del cacao, antecedentes y datos de investigaciones en Turrialba, Costa Rica.",,1982,,21949,Ver_documento_21949.pdf,pdf
"Perfiles de proyectos de transferencia de tecnología, nivel profesional: cacao 1990-1994",,1989,,20107,Ver_Documento_20107.pdf,pdf
Indicaciones de uso de una unidad modular de fermentación y secado de grano de cacao,,2021-07-19,,37368,Ver_Documento_37368.pdf,pdf
"Ajuste, validación y transferencia de tecnología del sistema de fermentación de cacao utilizando el tambor rotatorio.",,2000,,21173,40330_25228.pdf,pdf
Proyecto productivo de inversión y acompañamiento para el establecimiento de 336 hectareas de cacao clonado para la región del Ariari,,2006,,13257,Ver_Documento_13257.pdf,pdf
"Micro certamen tecnológico para el cultivo del cacao - zona central cafetera, clima medio",,1987,,12216,Ver_Documento_12216.pdf,pdf
Suelos y fertilización del cacao en el departamento de Antioquia,,1980,,21923,109951_11345.pdf,pdf
Alternativas agroforestal en el culivo de cacao una opción de manejo integrado de enfermedades y del cultivo y de diversificación de ingresos para los pequeños productores :informe final proyecto,,2003,,19862,Ver_Documento_64283.pdf,pdf
Biología de la chinche roja del cacao Monalonion annulipes Signoret (Hemiptera: Miridae) en la zona cafetera marginal de Caldas.,,1991,,30345,27896_17641.pdf,pdf
Fundamentos para la siembra de plantaciones de cacao de alto rendimiento con énfasis en la selección del material genético y el suelo,,2000,,34898,59302.pdf,pdf
Campaña contra la monilia: incentivo sanitario para los productores de cacao para la adopción del manejo de la moniliasis en las principales zonas productoras de cacao en Colombia,,2006,,34258,Ver_Documento_34258.pdf,pdf
"Informe de actividades de investigación en cacao, tomate de árbol y morera 1994 y I semestre 1995",,1995,,11743,60108_60123.pdf,pdf
Tecnología para la producción del cacao como sistema agroforestal para familias guardabosques en la Sierra Nevada de Santa Marta,,2006,,13151,Ver_Documento_13151.pdf,pdf
Manual técnico para la producción de semilla de cacao en vivero para los Santanderes y Boyacá,,2021-03-11,,36615,Ver_documento_36615.pdf,pdf
Evaluación edafoclimática de las tierras del trópico bajo colombiano para el cultivo de cacao: cartilla,,2007,,2189,Ver_Documento_2189.pdf,pdf
Evaluación de fungicidas para el control de monilia y escoba de bruja en cacao  :resumen,,1993,,20916,78627_24616.pdf,pdf
Evaluación de híbridos y clones de cacao en rendimiento y calidad para la zona marginal baja cafetera bajo sistema agroforestal: proyecto,,2003,,19272,Ver_Documento_19272.pdf,pdf
Frecuencia de remoción de órganos afectados por escoba de bruja en cultivos de cacao de la zona marginal baja cafetera de Caldas.,,1988,,19976,75686_17543.pdf,pdf
Ajuste y validación del modelo de producción de cacao mediante la implantación de una red de parcelas demostrativas sin coautoria en Colombia :informe final proyecto.,,2003,,11879,60732_63516.pdf,pdf
Preparación del terreno.,,1972,,21016,26093_12049.pdf,pdf
"Establecimiento de 300 has de cacao en sistema agroforestal para beneficiar a 150 familias del municipio de Santa Rosa del sur, Bolivar",,2005,,13336,Ver_Documento_13336.pdf,pdf
Federación Nacional de Cacaoteros.,,2011,,13506,45142_61203.pdf,pdf
La política cacaotera de Arauca.,,1992,,17370,41791_43845.pdf,pdf
"Cacao Maraco, Teobroma bicolor humb & bonpi.",,2001,,35713,45003.pdf,pdf
Establecimiento de 100 Ha de cacao en sistema agroforestal en un esquema de agricultura limpia en el municipio del Peñon departamento de Cundinamarca.,,2006,,12378,45205_61472.pdf,pdf
Producción y consumo.,,1980,,21925,109957_11347.pdf,pdf
Nuevo enfoque tecnológico para la modernización de la cacaocultura,,2001,,21344,79471_22893.pdf,pdf
Liberación y dispersión de esporas de Monilia roreri Cif y Par,,1978,,14525,24274_6756.pdf,pdf
Proyecto integral ganado de doble propósito y cacao.,,1987,,30045,27502_16447.pdf,pdf
"Cadenas productivas del Meta :acuerdos regionales de competitividad: carne bovina, cacao chocolates, láctea, caucho natural",,2008,,12938,44479_57827.pdf,pdf
Sistemas de propagación.,,1972,,20927,22819_3822.pdf,pdf
Evaluación agroeconómica de tecnologías cacaoteras en diferentes zonas de Colombia.,,1986,,826,25292_9824.pdf,pdf
XVI Congreso nacional cacaotero :informe de labores 1987,,1987,,34587,59308.pdf,pdf
ICA Regional 7: logros y realizaciones,,1993,,20141,76911_20894.pdf,pdf
Actividades de investigación en el Centro Regional de Investigaciones Caribia: informe resumen.,,1984,,32343,39332_22894.pdf,pdf
Plan estratégico para la cacaocultura del departamento del Meta 2010-2019,,2009,,19154,44463_57704.pdf,pdf
Historia del cultivo en Colombia : aspectos generales.,,1972,,20924,22817_3820.pdf,pdf
Resultados de la investigación.,,1972,,20926,22818_3821.pdf,pdf
Pudrición parda o fitoftora.,,1990,,21050,28295_18522.pdf,pdf
Algunos aspectos de la biología del hongo Crinipellis perniciosa (Stahel) Singer en la región de Urabá.,,1981,,22497,23604_5368.pdf,pdf
Modernización de plantaciones improductivas: renovación y rehabilitación,,2021,,36847,Ver_documento_36847.pdf,pdf
Conveniencia de dar impulso al plan de desarrollo cacaotero nacional.,,1972,,29805,27257_15538.pdf,pdf
Conjuntos productivos y sistemas de producción: recomendaciones en primera aproximación: Distrito DRI Pie de Monte Llanero.,,1983,,21885,79053_10716.pdf,pdf
"El Instituto Colombiano Agropecuario, ICA, en Urabá.",,1972,,29809,27261_15545.pdf,pdf
Taxonomía y material genético,,2021,,36855,Ver_documento_36855.pdf,pdf
Costos de producción,,2021,,36854,Ver_documento_36854.pdf,pdf
Control de malezas en cultivos permanentes.,,1981,,13537,21788_1906.pdf,pdf
Gane más sembrando semillas mejoradas y manejando bien el cultivo.,,1980,,34727,13600.pdf,pdf
Moniliasis.,,1990,,30729,28294_18521.pdf,pdf
Plagas del cacaotero.,,1972,,23642,22822_3825.pdf,pdf
Manejo agronómico: nutrición,,2021,,36848,Ver_documento_36848.pdf,pdf
Manejo fitosanitario: Escoba de bruja,,2021,,36840,Ver_documento_36840.pdf,pdf
Taxonomía y material genético: propagación de material vegetal,,2021,,36856,Ver_documento_36856.pdf,pdf
"Manejo de plantaciones, conceptos y prácticas.",,1990,,21048,28291_18518.pdf,pdf
Manejo agronómico: podas,,2021,,36849,Ver_documento_36849.pdf,pdf
Manejo fitosanitario: Monalonion,,2021,,36842,Ver_documento_36842.pdf,pdf
Manejo fitosanitario: Phythoptora,,2021,,36845,Ver_documento_36845.pdf,pdf
Programa nacional integral de fomento cacaotero 1967 - 1973,,1974,,12001,Ver_documento_12001.pdf,pdf
Manejo fitosanitario: Monilia,,2021,,36843,Ver_documento_36843.pdf,pdf
La cacaocultura: una lúdica para estudiantes rurales.,,2003,,2115,40752_26263.pdf,pdf
Manejo fitosanitario: Perforadores,,2021,,36844,Ver_documento_36844.pdf,pdf
Manejo agronómico: establecimiento del cultivo,,2021,,36839,Ver_documento_36839.pdf,pdf
Determinación de la viabilidad y patogenicidad de las basidiosporas de Crinipellis perniciosa (Stahel) Singer agente causal de la enfermedad escoba de bruja conservadas en condiciones de laboratorio a dos niveles de temperatura.,,1984,,28471,25807_11379.pdf,pdf
"Los multicultivos y la multigranja cacaotera una alternativa de empleo, paz y desarrollo para el Meta",,2000,,2247,44748_59589.pdf,pdf
Manejo fitosanitario: Mal de machete,,2021,,36841,Ver_documento_36841.pdf,pdf
"El cacao, una apuesta ganadora para los pequeños productores",,2010,,20670,45206_61473.pdf,pdf
Reunión de investigación CRI Macagual: documento de trabajo.,,1983,,20377,79840_8446.pdf,pdf
Manejo fitosanitario: Rosellinia,,2021,,36846,Ver_documento_36846.pdf,pdf
Biogeografía agrícola del chocolate en Colombia: Expedición CacaoBIO,,2018,,35640,Ver_Documento_35640.pdf,pdf
Producción y consumo,,1980,,21944,110020_13599.pdf,pdf
Producción y consumo,,1980,,21945,110024_11354.pdf,pdf
"Architecture of Cocoa Genotypes in Colombia as Affected by Bud Type, Grafting Technique, and Pruning",,2022-03-06,,39371,Ver_Documento_39371.pdf,pdf
Su cultivo puede rendir mas,,1982,,21939,110001_11615.pdf,pdf
Producción y consumo,,1980,,21920,109942_10147.pdf,pdf
Producción y consumo,,1980,,21922,109948_11344.pdf,pdf
Reconocimiento fitosanitario del Putumayo.,,1972,,29260,26681_13532.pdf,pdf
"Entorno socioeconómico de la investigación agropecuaria en Colombia, 2. Resumen por especie.",,1989,,32235,39224_22764.pdf,pdf
Centro de Investigación la Suiza (Salamaga) :con ciencia para el desarrollo.,,2003,,20509,38126_19806.pdf,pdf
Producción y consumo,,1987,,702,81055_67155.pdf,pdf
Reunión para Programar Investigaciones Agrícolas en la Región de Urabá,,1982,,14970,24771_8037.pdf,pdf
Maleza noble en cacaotales del municipio de Caucasia departamento de Antioquia,,1982,,21936,Ver_documento_21936.pdf,pdf
Recomendación de uso de la técnica injerto malayo como práctica de renovación de plantaciones,,2020-12-30,,39162,Ver_video_39162.mp4,video
Conceptos básicos cadmio – Proyecto STDF,,2023-07-16,,39141,Ver_videos_39141.mp4,video
Principales avances y resultados de la campaña de monilia en Colombia,,2007,,769,110822_55417.pdf,pdf
Juancho visita a su compadre y aprende el manejo de la monilia: historieta ilustrada,,2008,,19011,Ver_Documento_19011.pdf,pdf
Reconocimiento fitosanitario en Caquetá,,1972,,29259,Ver_documento_29259.pdf,pdf
"Caribia, polo de desarrollo agrícola del Caribe colombiano: resultados de la investigación desarrollada en 1991.",,1992,,31594,38502_20833.pdf,pdf
Manejo agronómico: sistemas agroforestales,,2021,,36850,Ver_documento_36850.pdf,pdf
Caracterización de cacaos especiales cultivados bajo sistemas agroforestales en Santander.,,2022,,38306,Ver_video_38306.mp4,video
"Incidencia de leptospirosis en cerdos en el corregimiento de Cacaotal, Departamento de Córdoba :encuesta serológica",,1975,,577,77321_2140.pdf,pdf
Reconocimiento fitosanitario de Leticia-Amazonas.,,1972,,29261,26682_13533.pdf,pdf
Producción y consumo,,1980,,21942,Ver_documento_21942.pdf,pdf
Formación en medios de cultivo de basidiocarpos de Crinipellis perniciosa (Stahel) Singer.,,1980,,21919,109939_4394.pdf,pdf
Transferencia de tecnología,,2008,,33541,Ver_video_33541.mp4,video
Observatorio agrocadenas :la competitividad de las cadenas agroproductivas en Colombia: análisis de su estructura y dinámica (1991-2004),,2004,,12743,78801_23757.pdf,pdf
"Caracterización agronómica, fisicoquímica, sensorial y de metabolitos con actividad funcional de cacaos especiales cultivados bajo sistemas agroforestales en el departamento de Santander",,2022-06-15,,37225,Ver_Documento_37225.pdf,pdf
El control de la moniliasis en cacaoteras del Dique,,1980,,21921,109944_10148.pdf,pdf
Nematodos asociados a frutales de clima frío moderado,,2000,,16778,40984_26583.pdf,pdf
El chocolate y sus bondades en la nutrición de la familia campesina,,2003,,16605,Ver_Documento_16605.pdf,pdf
"Evaluación ""in vitro"" de fungicidas para el control de Crinipellis perniciosa (Stahel) Singer y Moniliophthora roreri (Cif y Par) Evans et al.",,1981,,21518,21933_2256.pdf,pdf
"Trabajos de investigación realizados con nemátodos del género Meloidogyne en café, en Colombia.",,1977,,23913,23215_4717.pdf,pdf
